person_id;schooltype;schooladvies
DUMMY2_307;1;0
DUMMY2_308;1;8
DUMMY2_309;1;0
DUMMY2_310;1;0
DUMMY2_311;1;0
DUMMY2_312;1;2
DUMMY2_313;1;3
DUMMY2_314;1;7
DUMMY2_315;1;0
DUMMY2_316;1;3
DUMMY2_317;1;8
DUMMY2_318;1;0
DUMMY2_319;1;6
DUMMY2_320;1;3
DUMMY2_321;1;5
DUMMY2_322;1;0
DUMMY2_323;1;1
DUMMY2_324;1;8
DUMMY2_325;1;10
DUMMY2_326;1;2
DUMMY2_327;1;3
DUMMY2_328;1;9
DUMMY2_329;1;0
DUMMY2_330;1;1
DUMMY2_331;1;8
DUMMY2_332;1;0
DUMMY2_333;1;9
DUMMY2_334;1;2
DUMMY2_335;1;1
DUMMY2_336;1;3
DUMMY2_337;2;6
DUMMY2_338;1;9
DUMMY2_339;1;7
DUMMY2_340;1;2
DUMMY2_341;1;10
DUMMY2_342;2;5
DUMMY2_343;1;0
DUMMY2_344;1;1
DUMMY2_345;1;0
DUMMY2_346;1;0
DUMMY2_347;1;3
DUMMY2_348;1;10
DUMMY2_349;1;0
DUMMY2_350;1;4
DUMMY2_351;1;4
DUMMY2_352;1;0
DUMMY2_353;1;2
DUMMY2_354;1;0
DUMMY2_355;1;1
DUMMY2_356;1;6
DUMMY2_357;1;4
DUMMY2_358;1;7
DUMMY2_359;1;5
DUMMY2_360;1;0
DUMMY2_361;1;9
DUMMY2_362;1;3
DUMMY2_363;1;8
DUMMY2_364;1;4
DUMMY2_365;1;0
DUMMY2_366;1;3
DUMMY2_367;1;3
DUMMY2_368;1;6
DUMMY2_369;1;5
DUMMY2_370;1;6
DUMMY2_371;1;8
DUMMY2_372;1;1
DUMMY2_373;1;9
DUMMY2_374;1;9
DUMMY2_375;1;7
DUMMY2_376;2;7
DUMMY2_377;1;6
DUMMY2_378;2;0
DUMMY2_379;1;5
DUMMY2_380;1;5
DUMMY2_381;1;6
DUMMY2_382;1;9
DUMMY2_383;1;0
DUMMY2_384;1;0
DUMMY2_385;1;0
DUMMY2_386;1;0
DUMMY2_387;1;6
DUMMY2_388;2;0
DUMMY2_389;1;10
DUMMY2_390;1;8
DUMMY2_391;1;3
DUMMY2_392;1;3
DUMMY2_393;1;8
DUMMY2_394;1;7
DUMMY2_395;1;0
DUMMY2_396;1;8
DUMMY2_397;1;0
DUMMY2_398;1;0
DUMMY2_399;1;6
DUMMY2_400;1;9
DUMMY2_401;1;8
DUMMY2_402;1;2
DUMMY2_403;2;7
DUMMY2_404;1;10
DUMMY2_405;1;10
DUMMY2_406;1;1
DUMMY2_407;1;2
DUMMY2_408;1;0
DUMMY2_409;1;5
DUMMY2_410;1;5
DUMMY2_411;1;1
DUMMY2_412;1;0
DUMMY2_413;1;9
DUMMY2_414;1;5
DUMMY2_415;1;6
DUMMY2_416;1;2
DUMMY2_417;1;0
DUMMY2_418;1;10
DUMMY2_419;1;6
DUMMY2_420;1;3
DUMMY2_421;1;0
DUMMY2_422;1;0
DUMMY2_423;1;2
DUMMY2_424;1;8
DUMMY2_425;1;0
DUMMY2_426;2;0
DUMMY2_427;1;2
DUMMY2_428;1;0
DUMMY2_429;1;0
DUMMY2_430;2;4
DUMMY2_431;1;7
DUMMY2_432;1;0
DUMMY2_433;1;9
DUMMY2_434;1;0
DUMMY2_435;1;4
DUMMY2_436;1;0
DUMMY2_437;1;0
DUMMY2_438;1;6
DUMMY2_439;1;9
DUMMY2_440;1;7
DUMMY2_441;1;7
DUMMY2_442;1;0
DUMMY2_443;1;0
DUMMY2_444;1;9
DUMMY2_445;1;2
DUMMY2_446;1;2
DUMMY2_447;1;2
DUMMY2_448;2;3
DUMMY2_449;1;0
DUMMY2_450;1;1
DUMMY2_451;1;8
DUMMY2_452;1;0
DUMMY2_453;2;2
DUMMY2_454;1;0
DUMMY2_455;1;4
DUMMY2_456;2;4
DUMMY2_457;1;2
DUMMY2_458;1;0
DUMMY2_459;1;10
DUMMY2_460;1;0
DUMMY2_461;1;10
DUMMY2_462;1;2
DUMMY2_463;1;0
DUMMY2_464;2;2
DUMMY2_465;1;10
DUMMY2_466;1;5
DUMMY2_467;1;0
DUMMY2_468;1;0
DUMMY2_469;1;5
DUMMY2_470;1;0
DUMMY2_471;1;0
DUMMY2_472;1;0
DUMMY2_473;1;10
DUMMY2_474;1;2
DUMMY2_475;1;0
DUMMY2_476;2;0
DUMMY2_477;1;10
DUMMY2_478;1;9
DUMMY2_479;1;1
DUMMY2_480;1;1
DUMMY2_481;1;10
DUMMY2_482;1;0
DUMMY2_483;1;10
DUMMY2_484;1;2
DUMMY2_485;1;2
DUMMY2_486;1;1
DUMMY2_487;1;1
DUMMY2_488;1;2
DUMMY2_489;1;8
DUMMY2_490;1;2
DUMMY2_491;1;0
DUMMY2_492;1;3
DUMMY2_493;1;8
DUMMY2_494;1;8
DUMMY2_495;1;0
DUMMY2_496;1;7
DUMMY2_497;1;0
DUMMY2_498;1;6
DUMMY2_499;1;5
DUMMY2_500;1;10
DUMMY2_501;1;9
DUMMY2_502;1;9
DUMMY2_503;1;3
DUMMY2_504;1;4
DUMMY2_505;1;10
DUMMY2_506;1;7
DUMMY2_507;1;0
DUMMY2_508;1;0
DUMMY2_509;1;3
DUMMY2_510;1;0
DUMMY2_511;1;1
DUMMY2_512;1;0
DUMMY2_513;1;0
DUMMY2_514;1;0
DUMMY2_515;1;10
DUMMY2_516;1;5
DUMMY2_517;1;0
DUMMY2_518;1;6
DUMMY2_519;1;0
DUMMY2_520;1;6
DUMMY2_521;1;0
DUMMY2_522;1;5
DUMMY2_523;1;2
DUMMY2_524;1;6
DUMMY2_525;1;0
DUMMY2_526;1;0
DUMMY2_527;1;0
DUMMY2_528;1;9
DUMMY2_529;1;3
DUMMY2_530;1;3
DUMMY2_531;1;9
DUMMY2_532;1;0
DUMMY2_533;1;5
DUMMY2_534;1;2
DUMMY2_535;1;8
DUMMY2_536;1;5
DUMMY2_537;1;8
DUMMY2_538;1;5
DUMMY2_539;1;0
DUMMY2_540;1;4
DUMMY2_541;1;10
DUMMY2_542;1;2
DUMMY2_543;2;10
DUMMY2_544;1;10
DUMMY2_545;1;3
DUMMY2_546;1;0
DUMMY2_547;1;0
DUMMY2_548;1;1
DUMMY2_549;1;0
DUMMY2_550;1;1
DUMMY2_551;1;0
DUMMY2_552;1;6
DUMMY2_553;1;1
DUMMY2_554;1;2
DUMMY2_555;1;0
DUMMY2_556;1;4
DUMMY2_557;1;4
DUMMY2_558;1;6
DUMMY2_559;1;10
DUMMY2_560;1;0
DUMMY2_561;1;9
DUMMY2_562;1;2
DUMMY2_563;1;2
DUMMY2_564;1;7
DUMMY2_565;1;8
DUMMY2_566;1;0
DUMMY2_567;1;3
DUMMY2_568;1;5
DUMMY2_569;1;4
DUMMY2_570;1;7
DUMMY2_571;1;0
DUMMY2_572;1;0
DUMMY2_573;1;0
DUMMY2_574;1;0
DUMMY2_575;1;0
DUMMY2_576;1;0
DUMMY2_577;1;4
DUMMY2_578;1;1
DUMMY2_579;1;1
DUMMY2_580;1;2
DUMMY2_581;1;4
DUMMY2_582;1;0
DUMMY2_583;1;0
DUMMY2_584;1;1
DUMMY2_585;1;0
DUMMY2_586;1;3
DUMMY2_587;1;0
DUMMY2_588;1;1
DUMMY2_589;1;0
DUMMY2_590;1;1
DUMMY2_591;1;2
DUMMY2_592;1;1
DUMMY2_593;1;9
DUMMY2_594;1;4
DUMMY2_595;1;0
DUMMY2_596;1;6
DUMMY2_597;1;9
DUMMY2_598;1;0
DUMMY2_599;1;5
DUMMY2_600;1;3
DUMMY2_601;1;2
DUMMY2_602;1;6
DUMMY2_603;1;0
DUMMY2_604;1;2
DUMMY2_605;1;0
DUMMY2_606;1;2
DUMMY2_607;2;9
DUMMY2_608;1;10
DUMMY2_609;1;9
DUMMY2_610;1;0
DUMMY2_611;1;6
DUMMY2_612;1;8
DUMMY2_613;1;7
DUMMY2_614;1;0
DUMMY2_615;1;0
DUMMY2_616;1;3
DUMMY2_617;1;6
DUMMY2_618;1;0
DUMMY2_619;1;4
DUMMY2_620;1;0
DUMMY2_621;1;0
DUMMY2_622;1;5
DUMMY2_623;1;0
DUMMY2_624;1;3
DUMMY2_625;1;2
DUMMY2_626;1;9
DUMMY2_627;2;6
DUMMY2_628;2;0
DUMMY2_629;1;3
DUMMY2_630;1;9
DUMMY2_631;2;0
DUMMY2_632;1;8
DUMMY2_633;1;7
DUMMY2_634;1;3
DUMMY2_635;1;0
DUMMY2_636;1;4
DUMMY2_637;2;0
DUMMY2_638;1;2
DUMMY2_639;1;7
DUMMY2_640;1;10
DUMMY2_641;1;10
DUMMY2_642;1;0
DUMMY2_643;1;5
DUMMY2_644;1;8
DUMMY2_645;1;0
DUMMY2_646;1;9
DUMMY2_647;1;10
DUMMY2_648;1;0
DUMMY2_649;1;0
DUMMY2_650;1;8
DUMMY2_651;1;4
DUMMY2_652;1;8
DUMMY2_653;1;4
DUMMY2_654;1;0
DUMMY2_655;1;7
DUMMY2_656;1;2
DUMMY2_657;1;2
DUMMY2_658;2;9
DUMMY2_659;1;9
DUMMY2_660;1;5
DUMMY2_661;1;6
DUMMY2_662;1;7
DUMMY2_663;1;1
DUMMY2_664;1;4
DUMMY2_665;2;7
DUMMY2_666;1;0
DUMMY2_667;1;6
DUMMY2_668;1;8
DUMMY2_669;1;10
DUMMY2_670;1;5
DUMMY2_671;1;0
DUMMY2_672;1;7
DUMMY2_673;1;0
DUMMY2_674;1;6
DUMMY2_675;2;8
DUMMY2_676;1;5
DUMMY2_677;1;1
DUMMY2_678;1;0
DUMMY2_679;1;0
DUMMY2_680;1;0
DUMMY2_681;1;7
DUMMY2_682;2;2
DUMMY2_683;1;3
DUMMY2_684;1;5
DUMMY2_685;1;0
DUMMY2_686;1;5
DUMMY2_687;1;8
DUMMY2_688;1;4
DUMMY2_689;1;2
DUMMY2_690;1;6
DUMMY2_691;1;9
DUMMY2_692;1;5
DUMMY2_693;1;7
DUMMY2_694;1;1
DUMMY2_695;1;0
DUMMY2_696;1;2
DUMMY2_697;1;2
DUMMY2_698;1;10
DUMMY2_699;1;1
DUMMY2_700;2;2
DUMMY2_701;1;7
DUMMY2_702;1;0
DUMMY2_703;1;6
DUMMY2_704;1;0
DUMMY2_705;1;2
DUMMY2_706;1;0
DUMMY2_707;1;0
DUMMY2_708;1;6
DUMMY2_709;1;6
DUMMY2_710;1;10
DUMMY2_711;1;4
DUMMY2_712;1;7
DUMMY2_713;1;4
DUMMY2_714;1;6
DUMMY2_715;1;0
DUMMY2_716;1;5
DUMMY2_717;1;4
DUMMY2_718;1;0
DUMMY2_719;1;3
DUMMY2_720;1;0
DUMMY2_721;1;8
DUMMY2_722;1;0
DUMMY2_723;1;5
DUMMY2_724;1;10
DUMMY2_725;1;0
DUMMY2_726;1;10
DUMMY2_727;1;0
DUMMY2_728;1;3
DUMMY2_729;1;7
DUMMY2_730;1;1
DUMMY2_731;1;8
DUMMY2_732;1;8
DUMMY2_733;1;10
DUMMY2_734;1;0
DUMMY2_735;1;0
DUMMY2_736;1;5
DUMMY2_737;1;8
DUMMY2_738;1;5
DUMMY2_739;1;10
DUMMY2_740;1;5
DUMMY2_741;1;0
DUMMY2_742;1;0
DUMMY2_743;1;0
DUMMY2_744;1;6
DUMMY2_745;1;4
DUMMY2_746;1;10
DUMMY2_747;1;0
DUMMY2_748;1;3
DUMMY2_749;1;10
DUMMY2_750;1;9
DUMMY2_751;1;10
DUMMY2_752;1;0
DUMMY2_753;1;0
DUMMY2_754;1;5
DUMMY2_755;1;0
DUMMY2_756;1;0
DUMMY2_757;1;0
DUMMY2_758;1;7
DUMMY2_759;1;4
DUMMY2_760;1;8
DUMMY2_761;1;0
DUMMY2_762;1;9
DUMMY2_763;1;10
DUMMY2_764;1;4
DUMMY2_765;1;3
DUMMY2_766;1;0
DUMMY2_767;1;7
DUMMY2_768;1;3
DUMMY2_769;1;1
DUMMY2_770;1;4
DUMMY2_771;1;2
DUMMY2_772;1;0
DUMMY2_773;1;6
DUMMY2_774;1;8
DUMMY2_775;1;2
DUMMY2_776;1;6
DUMMY2_777;1;7
DUMMY2_778;1;2
DUMMY2_779;1;10
DUMMY2_780;1;7
DUMMY2_781;1;0
DUMMY2_782;1;0
DUMMY2_783;1;0
DUMMY2_784;1;0
DUMMY2_785;1;3
DUMMY2_786;1;4
DUMMY2_787;1;0
DUMMY2_788;1;9
DUMMY2_789;1;7
DUMMY2_790;1;5
DUMMY2_791;1;1
DUMMY2_792;1;2
DUMMY2_793;1;9
DUMMY2_794;1;4
DUMMY2_795;1;10
DUMMY2_796;1;7
DUMMY2_797;1;6
DUMMY2_798;1;0
DUMMY2_799;1;2
DUMMY2_800;1;8
DUMMY2_801;1;0
DUMMY2_802;1;7
DUMMY2_803;1;0
DUMMY2_804;1;0
DUMMY2_805;1;5
DUMMY2_806;1;0
DUMMY2_807;1;6
DUMMY2_808;1;10
DUMMY2_809;1;7
DUMMY2_810;2;3
DUMMY2_811;1;1
DUMMY2_812;1;10
DUMMY2_813;1;4
DUMMY2_814;1;4
DUMMY2_815;1;7
DUMMY2_816;1;0
DUMMY2_817;1;1
DUMMY2_818;1;5
DUMMY2_819;1;4
DUMMY2_820;1;3
DUMMY2_821;1;2
DUMMY2_822;1;8
DUMMY2_823;1;3
DUMMY2_824;1;4
DUMMY2_825;1;8
DUMMY2_826;1;8
DUMMY2_827;1;4
DUMMY2_828;1;0
DUMMY2_829;1;7
DUMMY2_830;1;2
DUMMY2_831;1;0
DUMMY2_832;1;3
DUMMY2_833;1;1
DUMMY2_834;1;7
DUMMY2_835;1;9
DUMMY2_836;2;10
DUMMY2_837;1;0
DUMMY2_838;1;5
DUMMY2_839;1;4
DUMMY2_840;1;10
DUMMY2_841;1;0
DUMMY2_842;1;10
DUMMY2_843;1;3
DUMMY2_844;1;0
DUMMY2_845;2;9
DUMMY2_846;1;5
DUMMY2_847;1;3
DUMMY2_848;1;8
DUMMY2_849;1;4
DUMMY2_850;1;0
DUMMY2_851;1;6
DUMMY2_852;1;7
DUMMY2_853;1;3
DUMMY2_854;1;7
DUMMY2_855;1;9
DUMMY2_856;1;8
DUMMY2_857;1;9
DUMMY2_858;1;7
DUMMY2_859;1;3
DUMMY2_860;1;3
DUMMY2_861;1;0
DUMMY2_862;2;0
DUMMY2_863;1;8
DUMMY2_864;1;0
DUMMY2_865;1;1
DUMMY2_866;1;10
DUMMY2_867;1;0
DUMMY2_868;1;0
DUMMY2_869;1;4
DUMMY2_870;1;8
DUMMY2_871;1;0
DUMMY2_872;1;10
DUMMY2_873;1;10
DUMMY2_874;1;0
DUMMY2_875;1;9
DUMMY2_876;1;10
DUMMY2_877;1;9
DUMMY2_878;1;10
DUMMY2_879;1;4
DUMMY2_880;1;0
DUMMY2_881;1;0
DUMMY2_882;1;9
DUMMY2_883;1;3
DUMMY2_884;1;0
DUMMY2_885;1;3
DUMMY2_886;1;9
DUMMY2_887;1;5
DUMMY2_888;1;5
DUMMY2_889;1;6
DUMMY2_890;1;8
DUMMY2_891;1;0
DUMMY2_892;1;3
DUMMY2_893;1;9
DUMMY2_894;1;0
DUMMY2_895;2;7
DUMMY2_896;1;2
DUMMY2_897;1;4
DUMMY2_898;1;0
DUMMY2_899;1;6
DUMMY2_900;1;9
DUMMY2_901;1;9
DUMMY2_902;1;8
DUMMY2_903;1;7
DUMMY2_904;1;7
DUMMY2_905;1;3
DUMMY2_906;1;0
DUMMY2_907;1;4
DUMMY2_908;1;7
DUMMY2_909;1;0
DUMMY2_910;1;7
DUMMY2_911;1;1
DUMMY2_912;1;4
DUMMY2_913;1;0
DUMMY2_914;1;0
DUMMY2_915;1;0
DUMMY2_916;1;10
DUMMY2_917;1;0
DUMMY2_918;1;10
DUMMY2_919;1;0
DUMMY2_920;1;7
DUMMY2_921;1;3
DUMMY2_922;1;6
DUMMY2_923;1;0
DUMMY2_924;1;8
DUMMY2_925;1;7
DUMMY2_926;1;0
DUMMY2_927;2;3
DUMMY2_928;1;9
DUMMY2_929;1;10
DUMMY2_930;1;8
DUMMY2_931;1;5
DUMMY2_932;1;0
DUMMY2_933;1;6
DUMMY2_934;1;9
DUMMY2_935;1;1
DUMMY2_936;1;4
DUMMY2_937;1;9
DUMMY2_938;1;4
DUMMY2_939;1;9
DUMMY2_940;1;3
DUMMY2_941;1;8
DUMMY2_942;1;3
DUMMY2_943;1;7
DUMMY2_944;1;10
DUMMY2_945;1;10
DUMMY2_946;2;0
DUMMY2_947;1;9
DUMMY2_948;1;0
DUMMY2_949;2;10
DUMMY2_950;1;0
DUMMY2_951;1;0
DUMMY2_952;1;9
DUMMY2_953;1;7
DUMMY2_954;1;2
DUMMY2_955;1;4
DUMMY2_956;1;6
DUMMY2_957;1;6
DUMMY2_958;1;5
DUMMY2_959;1;5
DUMMY2_960;1;6
DUMMY2_961;1;2
DUMMY2_962;1;4
DUMMY2_963;1;6
DUMMY2_964;1;6
DUMMY2_965;1;4
DUMMY2_966;1;0
DUMMY2_967;2;10
DUMMY2_968;1;0
DUMMY2_969;1;0
DUMMY2_970;1;6
DUMMY2_971;1;0
DUMMY2_972;1;8
DUMMY2_973;1;2
DUMMY2_974;1;0
DUMMY2_975;1;1
DUMMY2_976;1;1
DUMMY2_977;1;6
DUMMY2_978;1;5
DUMMY2_979;1;3
DUMMY2_980;1;7
DUMMY2_981;1;0
DUMMY2_982;1;10
DUMMY2_983;2;0
DUMMY2_984;1;2
DUMMY2_985;1;2
DUMMY2_986;1;7
DUMMY2_987;1;8
DUMMY2_988;1;0
DUMMY2_989;1;7
DUMMY2_990;1;0
DUMMY2_991;1;2
DUMMY2_992;1;10
DUMMY2_993;1;0
DUMMY2_994;1;1
DUMMY2_995;1;6
DUMMY2_996;1;8
DUMMY2_997;1;5
DUMMY2_998;1;4
DUMMY2_999;1;10
DUMMY2_1000;1;4
DUMMY2_1001;1;7
DUMMY2_1002;1;10
DUMMY2_1003;1;0
DUMMY2_1004;1;4
DUMMY2_1005;1;2
DUMMY2_1006;1;1
DUMMY2_1007;1;0
DUMMY2_1008;1;0
DUMMY2_1009;1;2
DUMMY2_1010;1;1
DUMMY2_1011;1;6
DUMMY2_1012;1;10
DUMMY2_1013;1;3
DUMMY2_1014;1;3
DUMMY2_1015;1;0
DUMMY2_1016;1;9
DUMMY2_1017;1;8
DUMMY2_1018;1;0
DUMMY2_1019;1;5
DUMMY2_1020;1;1
DUMMY2_1021;1;4
DUMMY2_1022;1;0
DUMMY2_1023;1;0
DUMMY2_1024;1;7
DUMMY2_1025;1;2
DUMMY2_1026;1;2
DUMMY2_1027;1;4
DUMMY2_1028;1;10
DUMMY2_1029;1;0
DUMMY2_1030;1;0
DUMMY2_1031;1;9
DUMMY2_1032;1;0
DUMMY2_1033;1;9
DUMMY2_1034;1;10
DUMMY2_1035;1;1
DUMMY2_1036;1;4
DUMMY2_1037;1;2
DUMMY2_1038;1;2
DUMMY2_1039;1;0
DUMMY2_1040;1;0
DUMMY2_1041;1;0
DUMMY2_1042;1;3
DUMMY2_1043;1;0
DUMMY2_1044;1;0
DUMMY2_1045;1;8
DUMMY2_1046;1;0
DUMMY2_1047;1;0
DUMMY2_1048;1;8
DUMMY2_1049;1;5
DUMMY2_1050;1;3
DUMMY2_1051;1;9
DUMMY2_1052;1;9
DUMMY2_1053;2;6
DUMMY2_1054;1;0
DUMMY2_1055;1;8
DUMMY2_1056;1;10
DUMMY2_1057;1;1
DUMMY2_1058;1;10
DUMMY2_1059;1;6
DUMMY2_1060;1;0
DUMMY2_1061;1;7
DUMMY2_1062;1;7
DUMMY2_1063;1;1
DUMMY2_1064;1;7
DUMMY2_1065;1;2
DUMMY2_1066;1;1
DUMMY2_1067;1;3
DUMMY2_1068;2;10
DUMMY2_1069;1;0
