person_id;item_id;item_score
DUMMY1_270;Ank23d_C_GT_1F_02;1
DUMMY1_271;Ank23d_C_GT_1F_02;0
DUMMY1_272;Ank23d_C_GT_1F_02;1
DUMMY1_273;Ank23d_C_GT_1F_02;0
DUMMY1_274;Ank23d_C_GT_1F_02;0
DUMMY1_275;Ank23d_C_GT_1F_02;0
DUMMY1_276;Ank23d_C_GT_1F_02;1
DUMMY1_277;Ank23d_C_GT_1F_02;1
DUMMY1_278;Ank23d_C_GT_1F_02;0
DUMMY1_279;Ank23d_C_GT_1F_02;0
DUMMY1_280;Ank23d_C_GT_1F_02;0
DUMMY1_281;Ank23d_C_GT_1F_02;0
DUMMY1_282;Ank23d_C_GT_1F_02;1
DUMMY1_283;Ank23d_C_GT_1F_02;1
DUMMY1_284;Ank23d_C_GT_1F_02;1
DUMMY1_285;Ank23d_C_GT_1F_02;1
DUMMY1_286;Ank23d_C_GT_1F_02;0
DUMMY1_287;Ank23d_C_GT_1F_02;1
DUMMY1_288;Ank23d_C_GT_1F_02;0
DUMMY1_289;Ank23d_C_GT_1F_02;1
DUMMY1_290;Ank23d_C_GT_1F_02;0
DUMMY1_291;Ank23d_C_GT_1F_02;0
DUMMY1_292;Ank23d_C_GT_1F_02;1
DUMMY1_293;Ank23d_C_GT_1F_02;1
DUMMY1_294;Ank23d_C_GT_1F_02;1
DUMMY1_295;Ank23d_C_GT_1F_02;1
DUMMY1_296;Ank23d_C_GT_1F_02;1
DUMMY1_297;Ank23d_C_GT_1F_02;0
DUMMY1_298;Ank23d_C_GT_1F_02;1
DUMMY1_299;Ank23d_C_GT_1F_02;1
DUMMY1_300;Ank23d_C_GT_1F_02;1
DUMMY1_301;Ank23d_C_GT_1F_02;1
DUMMY1_302;Ank23d_C_GT_1F_02;0
DUMMY1_303;Ank23d_C_GT_1F_02;1
DUMMY1_304;Ank23d_C_GT_1F_02;1
DUMMY1_305;Ank23d_C_GT_1F_02;1
DUMMY1_306;Ank23d_C_GT_1F_02;1
DUMMY1_307;Ank23d_C_GT_1F_02;1
DUMMY1_308;Ank23d_C_GT_1F_02;1
DUMMY1_309;Ank23d_C_GT_1F_02;1
DUMMY1_310;Ank23d_C_GT_1F_02;1
DUMMY1_311;Ank23d_C_GT_1F_02;1
DUMMY1_312;Ank23d_C_GT_1F_02;1
DUMMY1_313;Ank23d_C_GT_1F_02;1
DUMMY1_314;Ank23d_C_GT_1F_02;1
DUMMY1_315;Ank23d_C_GT_1F_02;0
DUMMY1_316;Ank23d_C_GT_1F_02;1
DUMMY1_317;Ank23d_C_GT_1F_02;0
DUMMY1_318;Ank23d_C_GT_1F_02;1
DUMMY1_319;Ank23d_C_GT_1F_02;0
DUMMY1_320;Ank23d_C_GT_1F_02;1
DUMMY1_321;Ank23d_C_GT_1F_02;1
DUMMY1_322;Ank23d_C_GT_1F_02;1
DUMMY1_323;Ank23d_C_GT_1F_02;1
DUMMY1_324;Ank23d_C_GT_1F_02;1
DUMMY1_325;Ank23d_C_GT_1F_02;1
DUMMY1_326;Ank23d_C_GT_1F_02;1
DUMMY1_327;Ank23d_C_GT_1F_02;1
DUMMY1_328;Ank23d_C_GT_1F_02;1
DUMMY1_329;Ank23d_C_GT_1F_02;1
DUMMY1_330;Ank23d_C_GT_1F_02;0
DUMMY1_331;Ank23d_C_GT_1F_02;1
DUMMY1_332;Ank23d_C_GT_1F_02;1
DUMMY1_333;Ank23d_C_GT_1F_02;1
DUMMY1_334;Ank23d_C_GT_1F_02;1
DUMMY1_335;Ank23d_C_GT_1F_02;1
DUMMY1_336;Ank23d_C_GT_1F_02;1
DUMMY1_337;Ank23d_C_GT_1F_02;1
DUMMY1_338;Ank23d_C_GT_1F_02;1
DUMMY1_339;Ank23d_C_GT_1F_02;1
DUMMY1_340;Ank23d_C_GT_1F_02;1
DUMMY1_341;Ank23d_C_GT_1F_02;1
DUMMY1_342;Ank23d_C_GT_1F_02;1
DUMMY1_343;Ank23d_C_GT_1F_02;1
DUMMY1_344;Ank23d_C_GT_1F_02;1
DUMMY1_345;Ank23d_C_GT_1F_02;1
DUMMY1_346;Ank23d_C_GT_1F_02;0
DUMMY1_347;Ank23d_C_GT_1F_02;0
DUMMY1_348;Ank23d_C_GT_1F_02;1
DUMMY1_349;Ank23d_C_GT_1F_02;1
DUMMY1_350;Ank23d_C_GT_1F_02;1
DUMMY1_351;Ank23d_C_GT_1F_02;1
DUMMY1_352;Ank23d_C_GT_1F_02;1
DUMMY1_353;Ank23d_C_GT_1F_02;1
DUMMY1_354;Ank23d_C_GT_1F_02;1
DUMMY1_355;Ank23d_C_GT_1F_02;1
DUMMY1_356;Ank23d_C_GT_1F_02;0
DUMMY1_357;Ank23d_C_GT_1F_02;1
DUMMY1_358;Ank23d_C_GT_1F_02;0
DUMMY1_359;Ank23d_C_GT_1F_02;1
DUMMY1_360;Ank23d_C_GT_1F_02;1
DUMMY1_361;Ank23d_C_GT_1F_02;0
DUMMY1_362;Ank23d_C_GT_1F_02;0
DUMMY1_363;Ank23d_C_GT_1F_02;1
DUMMY1_364;Ank23d_C_GT_1F_02;0
DUMMY1_365;Ank23d_C_GT_1F_02;1
DUMMY1_366;Ank23d_C_GT_1F_02;1
DUMMY1_367;Ank23d_C_GT_1F_02;0
DUMMY1_368;Ank23d_C_GT_1F_02;1
DUMMY1_369;Ank23d_C_GT_1F_02;1
DUMMY1_370;Ank23d_C_GT_1F_02;0
DUMMY1_371;Ank23d_C_GT_1F_02;1
DUMMY1_372;Ank23d_C_GT_1F_02;1
DUMMY1_373;Ank23d_C_GT_1F_02;1
DUMMY1_374;Ank23d_C_GT_1F_02;0
DUMMY1_375;Ank23d_C_GT_1F_02;0
DUMMY1_376;Ank23d_C_GT_1F_02;0
DUMMY1_377;Ank23d_C_GT_1F_02;1
DUMMY1_378;Ank23d_C_GT_1F_02;0
DUMMY1_379;Ank23d_C_GT_1F_02;1
DUMMY1_380;Ank23d_C_GT_1F_02;0
DUMMY1_381;Ank23d_C_GT_1F_02;1
DUMMY1_382;Ank23d_C_GT_1F_02;1
DUMMY1_383;Ank23d_C_GT_1F_02;0
DUMMY1_384;Ank23d_C_GT_1F_02;0
DUMMY1_385;Ank23d_C_GT_1F_02;1
DUMMY1_386;Ank23d_C_GT_1F_02;0
DUMMY1_387;Ank23d_C_GT_1F_02;1
DUMMY1_388;Ank23d_C_GT_1F_02;0
DUMMY1_389;Ank23d_C_GT_1F_02;0
DUMMY1_390;Ank23d_C_GT_1F_02;1
DUMMY1_391;Ank23d_C_GT_1F_02;0
DUMMY1_392;Ank23d_C_GT_1F_02;1
DUMMY1_393;Ank23d_C_GT_1F_02;1
DUMMY1_394;Ank23d_C_GT_1F_02;0
DUMMY1_395;Ank23d_C_GT_1F_02;1
DUMMY1_396;Ank23d_C_GT_1F_02;1
DUMMY1_397;Ank23d_C_GT_1F_02;1
DUMMY1_398;Ank23d_C_GT_1F_02;1
DUMMY1_399;Ank23d_C_GT_1F_02;1
DUMMY1_400;Ank23d_C_GT_1F_02;1
DUMMY1_401;Ank23d_C_GT_1F_02;1
DUMMY1_402;Ank23d_C_GT_1F_02;1
DUMMY1_403;Ank23d_C_GT_1F_02;1
DUMMY1_404;Ank23d_C_GT_1F_02;0
DUMMY1_405;Ank23d_C_GT_1F_02;0
DUMMY1_406;Ank23d_C_GT_1F_02;1
DUMMY1_407;Ank23d_C_GT_1F_02;1
DUMMY1_408;Ank23d_C_GT_1F_02;1
DUMMY1_409;Ank23d_C_GT_1F_02;1
DUMMY1_410;Ank23d_C_GT_1F_02;0
DUMMY1_411;Ank23d_C_GT_1F_02;1
DUMMY1_412;Ank23d_C_GT_1F_02;1
DUMMY1_413;Ank23d_C_GT_1F_02;1
DUMMY1_414;Ank23d_C_GT_1F_02;0
DUMMY1_415;Ank23d_C_GT_1F_02;0
DUMMY1_416;Ank23d_C_GT_1F_02;1
DUMMY1_417;Ank23d_C_GT_1F_02;1
DUMMY1_418;Ank23d_C_GT_1F_02;0
DUMMY1_419;Ank23d_C_GT_1F_02;0
DUMMY1_420;Ank23d_C_GT_1F_02;1
DUMMY1_421;Ank23d_C_GT_1F_02;0
DUMMY1_422;Ank23d_C_GT_1F_02;0
DUMMY1_423;Ank23d_C_GT_1F_02;1
DUMMY1_424;Ank23d_C_GT_1F_02;1
DUMMY1_425;Ank23d_C_GT_1F_02;1
DUMMY1_426;Ank23d_C_GT_1F_02;1
DUMMY1_427;Ank23d_C_GT_1F_02;1
DUMMY1_428;Ank23d_C_GT_1F_02;0
DUMMY1_429;Ank23d_C_GT_1F_02;1
DUMMY1_430;Ank23d_C_GT_1F_02;1
DUMMY1_431;Ank23d_C_GT_1F_02;0
DUMMY1_432;Ank23d_C_GT_1F_02;1
DUMMY1_433;Ank23d_C_GT_1F_02;0
DUMMY1_434;Ank23d_C_GT_1F_02;1
DUMMY1_435;Ank23d_C_GT_1F_02;1
DUMMY1_436;Ank23d_C_GT_1F_02;0
DUMMY1_437;Ank23d_C_GT_1F_02;1
DUMMY1_438;Ank23d_C_GT_1F_02;1
DUMMY1_439;Ank23d_C_GT_1F_02;1
DUMMY1_440;Ank23d_C_GT_1F_02;1
DUMMY1_441;Ank23d_C_GT_1F_02;1
DUMMY1_442;Ank23d_C_GT_1F_02;1
DUMMY1_443;Ank23d_C_GT_1F_02;1
DUMMY1_444;Ank23d_C_GT_1F_02;1
DUMMY1_445;Ank23d_C_GT_1F_02;0
DUMMY1_446;Ank23d_C_GT_1F_02;0
DUMMY1_447;Ank23d_C_GT_1F_02;1
DUMMY1_448;Ank23d_C_GT_1F_02;1
DUMMY1_449;Ank23d_C_GT_1F_02;1
DUMMY1_450;Ank23d_C_GT_1F_02;0
DUMMY1_451;Ank23d_C_GT_1F_02;1
DUMMY1_452;Ank23d_C_GT_1F_02;0
DUMMY1_453;Ank23d_C_GT_1F_02;1
DUMMY1_454;Ank23d_C_GT_1F_02;0
DUMMY1_455;Ank23d_C_GT_1F_02;0
DUMMY1_456;Ank23d_C_GT_1F_02;1
DUMMY1_457;Ank23d_C_GT_1F_02;0
DUMMY1_458;Ank23d_C_GT_1F_02;1
DUMMY1_459;Ank23d_C_GT_1F_02;0
DUMMY1_460;Ank23d_C_GT_1F_02;1
DUMMY1_461;Ank23d_C_GT_1F_02;0
DUMMY1_462;Ank23d_C_GT_1F_02;1
DUMMY1_463;Ank23d_C_GT_1F_02;0
DUMMY1_464;Ank23d_C_GT_1F_02;0
DUMMY1_465;Ank23d_C_GT_1F_02;0
DUMMY1_466;Ank23d_C_GT_1F_02;1
DUMMY1_467;Ank23d_C_GT_1F_02;1
DUMMY1_468;Ank23d_C_GT_1F_02;1
DUMMY1_469;Ank23d_C_GT_1F_02;1
DUMMY1_470;Ank23d_C_GT_1F_02;1
DUMMY1_471;Ank23d_C_GT_1F_02;1
DUMMY1_472;Ank23d_C_GT_1F_02;1
DUMMY1_473;Ank23d_C_GT_1F_02;1
DUMMY1_474;Ank23d_C_GT_1F_02;1
DUMMY1_475;Ank23d_C_GT_1F_02;0
DUMMY1_476;Ank23d_C_GT_1F_02;1
DUMMY1_477;Ank23d_C_GT_1F_02;1
DUMMY1_478;Ank23d_C_GT_1F_02;1
DUMMY1_479;Ank23d_C_GT_1F_02;1
DUMMY1_480;Ank23d_C_GT_1F_02;0
DUMMY1_481;Ank23d_C_GT_1F_02;1
DUMMY1_482;Ank23d_C_GT_1F_02;1
DUMMY1_483;Ank23d_C_GT_1F_02;1
DUMMY1_484;Ank23d_C_GT_1F_02;0
DUMMY1_485;Ank23d_C_GT_1F_02;1
DUMMY1_486;Ank23d_C_GT_1F_02;0
DUMMY1_487;Ank23d_C_GT_1F_02;0
DUMMY1_488;Ank23d_C_GT_1F_02;0
DUMMY1_489;Ank23d_C_GT_1F_02;0
DUMMY1_490;Ank23d_C_GT_1F_02;1
DUMMY1_491;Ank23d_C_GT_1F_02;1
DUMMY1_492;Ank23d_C_GT_1F_02;1
DUMMY1_493;Ank23d_C_GT_1F_02;1
DUMMY1_494;Ank23d_C_GT_1F_02;1
DUMMY1_495;Ank23d_C_GT_1F_02;0
DUMMY1_496;Ank23d_C_GT_1F_02;1
DUMMY1_497;Ank23d_C_GT_1F_02;1
DUMMY1_498;Ank23d_C_GT_1F_02;1
DUMMY1_499;Ank23d_C_GT_1F_02;1
DUMMY1_500;Ank23d_C_GT_1F_02;1
DUMMY1_501;Ank23d_C_GT_1F_02;1
DUMMY1_502;Ank23d_C_GT_1F_02;1
DUMMY1_503;Ank23d_C_GT_1F_02;0
DUMMY1_504;Ank23d_C_GT_1F_02;0
DUMMY1_505;Ank23d_C_GT_1F_02;0
DUMMY1_506;Ank23d_C_GT_1F_02;0
DUMMY1_507;Ank23d_C_GT_1F_02;1
DUMMY1_508;Ank23d_C_GT_1F_02;1
DUMMY1_509;Ank23d_C_GT_1F_02;1
DUMMY1_510;Ank23d_C_GT_1F_02;1
DUMMY1_511;Ank23d_C_GT_1F_02;1
DUMMY1_512;Ank23d_C_GT_1F_02;1
DUMMY1_513;Ank23d_C_GT_1F_02;0
DUMMY1_514;Ank23d_C_GT_1F_02;1
DUMMY1_515;Ank23d_C_GT_1F_02;0
DUMMY1_516;Ank23d_C_GT_1F_02;1
DUMMY1_517;Ank23d_C_GT_1F_02;0
