person_id;schooltype;schooladvies
DUMMY1_203;2;0
DUMMY1_204;1;0
DUMMY1_205;1;0
DUMMY1_206;1;9
DUMMY1_207;1;9
DUMMY1_208;1;5
DUMMY1_209;1;6
DUMMY1_210;1;6
DUMMY1_211;1;6
DUMMY1_212;1;1
DUMMY1_213;2;6
DUMMY1_214;1;8
DUMMY1_215;1;0
DUMMY1_216;1;7
DUMMY1_217;1;8
DUMMY1_218;1;0
DUMMY1_219;1;3
DUMMY1_220;2;0
DUMMY1_221;1;7
DUMMY1_222;2;0
DUMMY1_223;1;1
DUMMY1_224;2;3
DUMMY1_225;1;2
DUMMY1_226;1;8
DUMMY1_227;1;3
DUMMY1_228;1;5
DUMMY1_229;1;2
DUMMY1_230;1;0
DUMMY1_231;1;7
DUMMY1_232;1;4
DUMMY1_233;1;7
DUMMY1_234;1;9
DUMMY1_235;1;8
DUMMY1_236;1;0
DUMMY1_237;1;8
DUMMY1_238;1;8
DUMMY1_239;1;0
DUMMY1_240;1;5
DUMMY1_241;1;2
DUMMY1_242;1;1
DUMMY1_243;1;7
DUMMY1_244;1;0
DUMMY1_245;1;3
DUMMY1_246;1;4
DUMMY1_247;1;0
DUMMY1_248;1;1
DUMMY1_249;1;0
DUMMY1_250;1;3
DUMMY1_251;1;8
DUMMY1_252;1;2
DUMMY1_253;1;6
DUMMY1_254;1;0
DUMMY1_255;1;10
DUMMY1_256;1;0
DUMMY1_257;1;5
DUMMY1_258;1;0
DUMMY1_259;1;6
DUMMY1_260;1;8
DUMMY1_261;1;8
DUMMY1_262;1;10
DUMMY1_263;1;4
DUMMY1_264;1;6
DUMMY1_265;1;0
DUMMY1_266;1;8
DUMMY1_267;1;6
DUMMY1_268;1;3
DUMMY1_269;1;7
DUMMY1_270;1;4
DUMMY1_271;1;4
DUMMY1_272;1;6
DUMMY1_273;1;3
DUMMY1_274;1;4
DUMMY1_275;1;2
DUMMY1_276;1;0
DUMMY1_277;1;5
DUMMY1_278;1;9
DUMMY1_279;1;4
DUMMY1_280;1;7
DUMMY1_281;1;2
DUMMY1_282;1;8
DUMMY1_283;1;0
DUMMY1_284;1;7
DUMMY1_285;1;5
DUMMY1_286;1;4
DUMMY1_287;1;9
DUMMY1_288;1;0
DUMMY1_289;1;0
DUMMY1_290;1;9
DUMMY1_291;1;0
DUMMY1_292;1;6
DUMMY1_293;1;5
DUMMY1_294;1;1
DUMMY1_295;1;0
DUMMY1_296;1;8
DUMMY1_297;1;5
DUMMY1_298;1;5
DUMMY1_299;1;0
DUMMY1_300;1;0
DUMMY1_301;1;9
DUMMY1_302;1;0
DUMMY1_303;1;5
DUMMY1_304;1;10
DUMMY1_305;1;4
DUMMY1_306;1;10
DUMMY1_307;1;6
DUMMY1_308;1;4
DUMMY1_309;1;9
DUMMY1_310;1;0
DUMMY1_311;1;7
DUMMY1_312;1;0
DUMMY1_313;1;8
DUMMY1_314;1;0
DUMMY1_315;1;6
DUMMY1_316;1;7
DUMMY1_317;1;9
DUMMY1_318;1;3
DUMMY1_319;1;6
DUMMY1_320;1;10
DUMMY1_321;1;10
DUMMY1_322;1;0
DUMMY1_323;1;3
DUMMY1_324;1;2
DUMMY1_325;1;5
DUMMY1_326;1;0
DUMMY1_327;1;9
DUMMY1_328;1;7
DUMMY1_329;1;9
DUMMY1_330;1;1
DUMMY1_331;1;5
DUMMY1_332;1;0
DUMMY1_333;1;6
DUMMY1_334;1;9
DUMMY1_335;1;0
DUMMY1_336;1;9
DUMMY1_337;1;0
DUMMY1_338;1;2
DUMMY1_339;1;0
DUMMY1_340;1;10
DUMMY1_341;1;0
DUMMY1_342;1;2
DUMMY1_343;1;5
DUMMY1_344;1;3
DUMMY1_345;1;0
DUMMY1_346;1;1
DUMMY1_347;1;5
DUMMY1_348;1;5
DUMMY1_349;2;2
DUMMY1_350;1;0
DUMMY1_351;1;3
DUMMY1_352;1;0
DUMMY1_353;1;5
DUMMY1_354;1;0
DUMMY1_355;1;10
DUMMY1_356;1;6
DUMMY1_357;1;0
DUMMY1_358;1;2
DUMMY1_359;1;0
DUMMY1_360;1;6
DUMMY1_361;1;3
DUMMY1_362;1;6
DUMMY1_363;1;3
DUMMY1_364;1;4
DUMMY1_365;1;10
DUMMY1_366;1;0
DUMMY1_367;1;0
DUMMY1_368;1;5
DUMMY1_369;1;0
DUMMY1_370;1;2
DUMMY1_371;1;0
DUMMY1_372;1;0
DUMMY1_373;1;9
DUMMY1_374;1;2
DUMMY1_375;1;4
DUMMY1_376;1;0
DUMMY1_377;1;5
DUMMY1_378;1;9
DUMMY1_379;1;5
DUMMY1_380;1;0
DUMMY1_381;1;2
DUMMY1_382;1;0
DUMMY1_383;1;10
DUMMY1_384;1;5
DUMMY1_385;1;5
DUMMY1_386;1;1
DUMMY1_387;1;8
DUMMY1_388;1;0
DUMMY1_389;1;2
DUMMY1_390;2;2
DUMMY1_391;1;1
DUMMY1_392;1;4
DUMMY1_393;1;0
DUMMY1_394;1;3
DUMMY1_395;1;5
DUMMY1_396;1;5
DUMMY1_397;1;7
DUMMY1_398;1;3
DUMMY1_399;1;9
DUMMY1_400;1;0
DUMMY1_401;1;6
DUMMY1_402;1;10
DUMMY1_403;1;2
DUMMY1_404;1;9
DUMMY1_405;1;0
DUMMY1_406;1;6
DUMMY1_407;1;6
DUMMY1_408;1;0
DUMMY1_409;1;9
DUMMY1_410;1;4
DUMMY1_411;1;10
DUMMY1_412;2;0
DUMMY1_413;1;10
DUMMY1_414;2;5
DUMMY1_415;1;0
DUMMY1_416;1;7
DUMMY1_417;2;0
DUMMY1_418;1;0
DUMMY1_419;1;2
DUMMY1_420;1;4
DUMMY1_421;1;0
DUMMY1_422;1;9
DUMMY1_423;1;0
DUMMY1_424;1;7
DUMMY1_425;1;0
DUMMY1_426;1;1
DUMMY1_427;1;0
DUMMY1_428;2;1
DUMMY1_429;1;5
DUMMY1_430;1;2
DUMMY1_431;1;4
DUMMY1_432;1;3
DUMMY1_433;1;4
DUMMY1_434;1;3
DUMMY1_435;1;8
DUMMY1_436;1;8
DUMMY1_437;1;3
DUMMY1_438;1;1
DUMMY1_439;1;1
DUMMY1_440;1;8
DUMMY1_441;1;0
DUMMY1_442;1;10
DUMMY1_443;1;1
DUMMY1_444;1;2
DUMMY1_445;1;0
DUMMY1_446;1;2
DUMMY1_447;1;9
DUMMY1_448;2;3
DUMMY1_449;1;10
DUMMY1_450;1;5
DUMMY1_451;1;9
DUMMY1_452;1;1
DUMMY1_453;1;1
DUMMY1_454;1;10
DUMMY1_455;1;3
DUMMY1_456;1;0
DUMMY1_457;1;0
DUMMY1_458;1;5
DUMMY1_459;1;0
DUMMY1_460;1;2
DUMMY1_461;1;4
DUMMY1_462;1;7
DUMMY1_463;1;2
DUMMY1_464;1;0
DUMMY1_465;1;0
DUMMY1_466;2;4
DUMMY1_467;1;0
DUMMY1_468;1;9
DUMMY1_469;1;6
DUMMY1_470;1;7
DUMMY1_471;1;0
DUMMY1_472;1;9
DUMMY1_473;1;2
DUMMY1_474;2;0
DUMMY1_475;1;5
DUMMY1_476;1;6
DUMMY1_477;2;8
DUMMY1_478;1;0
DUMMY1_479;1;9
DUMMY1_480;1;6
DUMMY1_481;1;3
DUMMY1_482;1;5
DUMMY1_483;1;10
DUMMY1_484;1;6
DUMMY1_485;1;9
DUMMY1_486;1;0
DUMMY1_487;1;3
DUMMY1_488;1;1
DUMMY1_489;1;5
DUMMY1_490;1;0
DUMMY1_491;1;0
DUMMY1_492;1;0
DUMMY1_493;1;6
DUMMY1_494;1;6
DUMMY1_495;1;0
DUMMY1_496;1;0
DUMMY1_497;1;9
DUMMY1_498;1;8
DUMMY1_499;1;8
DUMMY1_500;2;3
DUMMY1_501;1;10
DUMMY1_502;1;10
DUMMY1_503;2;2
DUMMY1_504;1;8
DUMMY1_505;1;9
DUMMY1_506;1;4
DUMMY1_507;1;0
DUMMY1_508;1;9
DUMMY1_509;1;1
DUMMY1_510;1;4
DUMMY1_511;1;4
DUMMY1_512;1;0
DUMMY1_513;1;1
DUMMY1_514;1;3
DUMMY1_515;1;0
DUMMY1_516;1;7
DUMMY1_517;1;0
DUMMY1_518;1;3
DUMMY1_519;1;5
DUMMY1_520;2;6
DUMMY1_521;1;1
DUMMY1_522;1;4
DUMMY1_523;1;10
DUMMY1_524;1;10
DUMMY1_525;1;5
DUMMY1_526;1;0
DUMMY1_527;1;8
DUMMY1_528;2;5
DUMMY1_529;1;9
DUMMY1_530;1;8
DUMMY1_531;1;8
DUMMY1_532;1;8
DUMMY1_533;1;6
DUMMY1_534;1;0
DUMMY1_535;1;0
DUMMY1_536;1;0
DUMMY1_537;1;5
DUMMY1_538;1;0
DUMMY1_539;1;1
DUMMY1_540;1;9
DUMMY1_541;1;0
DUMMY1_542;1;10
DUMMY1_543;1;1
DUMMY1_544;1;0
DUMMY1_545;1;5
DUMMY1_546;1;6
DUMMY1_547;1;9
DUMMY1_548;1;7
DUMMY1_549;1;10
DUMMY1_550;1;0
DUMMY1_551;2;0
DUMMY1_552;1;6
DUMMY1_553;1;6
DUMMY1_554;1;1
DUMMY1_555;1;0
DUMMY1_556;1;4
DUMMY1_557;1;5
DUMMY1_558;1;5
DUMMY1_559;1;6
DUMMY1_560;1;0
DUMMY1_561;1;2
DUMMY1_562;1;2
DUMMY1_563;1;0
DUMMY1_564;1;0
DUMMY1_565;1;10
DUMMY1_566;1;0
DUMMY1_567;1;0
DUMMY1_568;1;9
DUMMY1_569;1;3
DUMMY1_570;1;0
DUMMY1_571;1;10
DUMMY1_572;1;5
DUMMY1_573;1;4
DUMMY1_574;1;4
DUMMY1_575;1;5
DUMMY1_576;1;3
DUMMY1_577;1;6
DUMMY1_578;1;0
DUMMY1_579;1;0
DUMMY1_580;1;8
DUMMY1_581;1;0
DUMMY1_582;1;9
DUMMY1_583;1;7
DUMMY1_584;1;0
DUMMY1_585;1;0
DUMMY1_586;1;6
DUMMY1_587;1;8
DUMMY1_588;1;0
DUMMY1_589;1;5
DUMMY1_590;1;7
DUMMY1_591;1;0
DUMMY1_592;1;0
DUMMY1_593;1;7
DUMMY1_594;1;5
DUMMY1_595;1;5
DUMMY1_596;1;0
DUMMY1_597;1;0
DUMMY1_598;1;7
DUMMY1_599;1;10
DUMMY1_600;1;8
DUMMY1_601;1;0
DUMMY1_602;1;1
DUMMY1_603;1;9
DUMMY1_604;1;10
DUMMY1_605;1;8
DUMMY1_606;1;6
DUMMY1_607;1;4
DUMMY1_608;1;6
DUMMY1_609;2;0
DUMMY1_610;1;0
DUMMY1_611;1;4
DUMMY1_612;1;10
DUMMY1_613;1;6
DUMMY1_614;1;8
DUMMY1_615;1;3
DUMMY1_616;1;0
DUMMY1_617;1;0
DUMMY1_618;1;9
DUMMY1_619;1;8
DUMMY1_620;1;4
DUMMY1_621;1;1
DUMMY1_622;1;10
DUMMY1_623;1;4
DUMMY1_624;1;7
DUMMY1_625;1;0
DUMMY1_626;1;4
DUMMY1_627;1;0
DUMMY1_628;1;8
DUMMY1_629;1;0
DUMMY1_630;1;2
DUMMY1_631;1;0
DUMMY1_632;1;0
DUMMY1_633;1;2
DUMMY1_634;1;7
DUMMY1_635;1;7
DUMMY1_636;1;7
DUMMY1_637;1;8
DUMMY1_638;1;4
DUMMY1_639;1;10
DUMMY1_640;1;2
DUMMY1_641;1;2
DUMMY1_642;1;3
DUMMY1_643;1;7
DUMMY1_644;1;8
DUMMY1_645;1;9
DUMMY1_646;1;0
DUMMY1_647;1;10
DUMMY1_648;1;7
DUMMY1_649;2;0
DUMMY1_650;1;0
DUMMY1_651;1;0
DUMMY1_652;1;0
DUMMY1_653;1;0
DUMMY1_654;1;0
DUMMY1_655;1;5
DUMMY1_656;1;3
DUMMY1_657;1;10
DUMMY1_658;1;7
DUMMY1_659;1;7
DUMMY1_660;1;1
DUMMY1_661;1;0
DUMMY1_662;1;0
DUMMY1_663;2;3
DUMMY1_664;1;10
DUMMY1_665;1;0
DUMMY1_666;1;0
DUMMY1_667;1;10
DUMMY1_668;1;0
DUMMY1_669;1;3
DUMMY1_670;1;9
DUMMY1_671;1;0
DUMMY1_672;1;6
DUMMY1_673;1;6
DUMMY1_674;1;2
DUMMY1_675;1;0
DUMMY1_676;1;0
DUMMY1_677;1;2
DUMMY1_678;1;0
DUMMY1_679;1;7
DUMMY1_680;1;0
DUMMY1_681;2;2
DUMMY1_682;1;9
DUMMY1_683;1;7
DUMMY1_684;2;8
DUMMY1_685;1;2
DUMMY1_686;1;2
DUMMY1_687;1;6
DUMMY1_688;1;1
DUMMY1_689;1;6
DUMMY1_690;1;8
DUMMY1_691;1;9
DUMMY1_692;1;6
DUMMY1_693;1;7
DUMMY1_694;1;3
DUMMY1_695;1;4
DUMMY1_696;1;3
DUMMY1_697;1;2
DUMMY1_698;1;2
DUMMY1_699;1;0
DUMMY1_700;1;1
DUMMY1_701;1;1
DUMMY1_702;1;3
DUMMY1_703;1;0
DUMMY1_704;1;0
DUMMY1_705;1;6
DUMMY1_706;1;0
DUMMY1_707;1;10
DUMMY1_708;1;6
DUMMY1_709;1;10
DUMMY1_710;2;0
DUMMY1_711;1;8
DUMMY1_712;2;0
DUMMY1_713;1;5
DUMMY1_714;1;0
DUMMY1_715;2;1
DUMMY1_716;1;0
DUMMY1_717;1;0
DUMMY1_718;1;2
DUMMY1_719;1;0
DUMMY1_720;1;3
DUMMY1_721;1;0
DUMMY1_722;1;3
DUMMY1_723;1;10
DUMMY1_724;1;0
DUMMY1_725;1;8
DUMMY1_726;1;0
DUMMY1_727;1;6
DUMMY1_728;1;0
DUMMY1_729;1;10
DUMMY1_730;1;0
DUMMY1_731;1;3
DUMMY1_732;1;1
DUMMY1_733;2;0
DUMMY1_734;1;6
DUMMY1_735;1;10
DUMMY1_736;1;1
DUMMY1_737;1;10
DUMMY1_738;1;0
DUMMY1_739;1;9
DUMMY1_740;1;0
DUMMY1_741;1;6
DUMMY1_742;1;9
DUMMY1_743;1;3
DUMMY1_744;1;0
DUMMY1_745;1;1
DUMMY1_746;1;2
DUMMY1_747;1;6
DUMMY1_748;1;7
DUMMY1_749;1;4
DUMMY1_750;1;10
DUMMY1_751;1;10
DUMMY1_752;1;1
DUMMY1_753;1;2
DUMMY1_754;1;5
DUMMY1_755;2;2
DUMMY1_756;1;8
DUMMY1_757;1;2
DUMMY1_758;1;1
DUMMY1_759;1;4
DUMMY1_760;1;6
DUMMY1_761;1;2
DUMMY1_762;1;0
DUMMY1_763;1;1
DUMMY1_764;1;3
DUMMY1_765;1;7
DUMMY1_766;1;0
DUMMY1_767;1;0
DUMMY1_768;1;0
DUMMY1_769;1;0
DUMMY1_770;1;0
DUMMY1_771;1;5
DUMMY1_772;1;0
DUMMY1_773;1;10
DUMMY1_774;1;8
DUMMY1_775;1;0
DUMMY1_776;1;0
DUMMY1_777;1;2
DUMMY1_778;2;4
DUMMY1_779;1;8
DUMMY1_780;1;10
DUMMY1_781;1;4
DUMMY1_782;1;1
DUMMY1_783;1;0
DUMMY1_784;1;7
DUMMY1_785;1;9
DUMMY1_786;1;0
DUMMY1_787;1;10
DUMMY1_788;1;0
DUMMY1_789;1;6
DUMMY1_790;1;0
DUMMY1_791;1;0
DUMMY1_792;1;0
DUMMY1_793;1;5
DUMMY1_794;1;6
DUMMY1_795;1;5
DUMMY1_796;1;5
DUMMY1_797;1;10
DUMMY1_798;1;0
DUMMY1_799;1;3
DUMMY1_800;1;8
DUMMY1_801;1;2
DUMMY1_802;1;6
DUMMY1_803;1;10
DUMMY1_804;1;5
DUMMY1_805;1;0
DUMMY1_806;1;0
DUMMY1_807;1;4
DUMMY1_808;1;2
DUMMY1_809;1;0
DUMMY1_810;1;1
DUMMY1_811;1;0
DUMMY1_812;1;9
DUMMY1_813;1;7
DUMMY1_814;1;0
DUMMY1_815;1;10
DUMMY1_816;1;3
DUMMY1_817;1;6
DUMMY1_818;1;9
DUMMY1_819;1;9
DUMMY1_820;1;0
DUMMY1_821;1;0
DUMMY1_822;1;6
DUMMY1_823;2;1
DUMMY1_824;1;0
DUMMY1_825;1;4
DUMMY1_826;2;0
DUMMY1_827;1;7
DUMMY1_828;1;0
DUMMY1_829;1;6
DUMMY1_830;1;4
DUMMY1_831;1;0
DUMMY1_832;1;1
DUMMY1_833;1;1
DUMMY1_834;1;6
DUMMY1_835;1;1
DUMMY1_836;1;0
DUMMY1_837;1;0
DUMMY1_838;1;1
DUMMY1_839;1;0
DUMMY1_840;1;4
DUMMY1_841;1;1
DUMMY1_842;1;8
DUMMY1_843;1;0
DUMMY1_844;1;4
DUMMY1_845;1;8
DUMMY1_846;1;10
DUMMY1_847;1;0
DUMMY1_848;1;2
DUMMY1_849;1;0
DUMMY1_850;2;0
DUMMY1_851;1;0
DUMMY1_852;1;9
DUMMY1_853;1;9
DUMMY1_854;1;0
DUMMY1_855;1;0
DUMMY1_856;1;10
DUMMY1_857;1;5
DUMMY1_858;1;0
DUMMY1_859;1;7
DUMMY1_860;1;0
DUMMY1_861;1;3
DUMMY1_862;1;7
DUMMY1_863;1;1
DUMMY1_864;1;0
DUMMY1_865;1;0
DUMMY1_866;1;9
DUMMY1_867;2;4
DUMMY1_868;1;3
DUMMY1_869;1;3
DUMMY1_870;2;0
DUMMY1_871;1;9
DUMMY1_872;1;3
DUMMY1_873;1;5
DUMMY1_874;1;3
DUMMY1_875;1;0
DUMMY1_876;1;7
DUMMY1_877;1;8
DUMMY1_878;1;6
DUMMY1_879;1;5
DUMMY1_880;1;10
DUMMY1_881;1;7
DUMMY1_882;1;2
DUMMY1_883;1;0
DUMMY1_884;1;8
DUMMY1_885;1;4
DUMMY1_886;1;3
DUMMY1_887;1;5
DUMMY1_888;1;3
DUMMY1_889;1;0
DUMMY1_890;1;2
DUMMY1_891;1;0
DUMMY1_892;1;0
DUMMY1_893;1;0
DUMMY1_894;1;2
DUMMY1_895;1;3
DUMMY1_896;1;9
DUMMY1_897;1;1
DUMMY1_898;1;0
DUMMY1_899;2;8
DUMMY1_900;1;1
DUMMY1_901;1;3
DUMMY1_902;1;4
DUMMY1_903;1;9
DUMMY1_904;1;1
DUMMY1_905;1;9
DUMMY1_906;1;1
DUMMY1_907;1;6
DUMMY1_908;1;6
DUMMY1_909;1;6
DUMMY1_910;1;0
DUMMY1_911;1;10
DUMMY1_912;1;8
DUMMY1_913;1;0
DUMMY1_914;1;2
DUMMY1_915;1;9
DUMMY1_916;1;0
DUMMY1_917;1;6
DUMMY1_918;1;5
DUMMY1_919;1;0
DUMMY1_920;1;10
DUMMY1_921;1;0
DUMMY1_922;1;0
DUMMY1_923;1;0
DUMMY1_924;2;6
DUMMY1_925;2;0
DUMMY1_926;1;0
DUMMY1_927;1;0
DUMMY1_928;1;0
DUMMY1_929;1;0
DUMMY1_930;1;6
DUMMY1_931;1;3
DUMMY1_932;1;1
DUMMY1_933;1;2
DUMMY1_934;1;5
DUMMY1_935;1;0
DUMMY1_936;1;0
DUMMY1_937;1;9
DUMMY1_938;1;0
DUMMY1_939;1;0
DUMMY1_940;1;10
DUMMY1_941;1;3
DUMMY1_942;1;4
DUMMY1_943;1;0
DUMMY1_944;1;1
DUMMY1_945;1;7
DUMMY1_946;1;4
DUMMY1_947;1;2
DUMMY1_948;1;2
DUMMY1_949;1;7
DUMMY1_950;1;7
DUMMY1_951;1;1
DUMMY1_952;1;7
DUMMY1_953;1;0
DUMMY1_954;1;0
DUMMY1_955;1;9
DUMMY1_956;2;8
DUMMY1_957;2;0
DUMMY1_958;1;10
DUMMY1_959;1;1
DUMMY1_960;1;8
DUMMY1_961;1;6
DUMMY1_962;1;9
DUMMY1_963;1;2
DUMMY1_964;1;2
DUMMY1_965;1;0
DUMMY1_966;1;7
DUMMY1_967;1;2
DUMMY1_968;1;4
DUMMY1_969;1;0
DUMMY1_970;1;9
DUMMY1_971;1;0
DUMMY1_972;1;8
DUMMY1_973;1;9
DUMMY1_974;2;9
DUMMY1_975;1;0
DUMMY1_976;1;8
DUMMY1_977;1;7
DUMMY1_978;2;5
DUMMY1_979;1;5
DUMMY1_980;1;9
DUMMY1_981;1;6
DUMMY1_982;1;0
DUMMY1_983;1;5
DUMMY1_984;1;0
DUMMY1_985;1;5
DUMMY1_986;1;7
DUMMY1_987;1;5
DUMMY1_988;1;9
DUMMY1_989;1;1
DUMMY1_990;1;0
DUMMY1_991;1;4
DUMMY1_992;1;0
DUMMY1_993;2;0
DUMMY1_994;1;9
DUMMY1_995;1;4
DUMMY1_996;1;0
DUMMY1_997;1;0
DUMMY1_998;1;9
DUMMY1_999;1;7
DUMMY1_1000;1;0
DUMMY1_1001;1;7
DUMMY1_1002;1;2
DUMMY1_1003;1;1
DUMMY1_1004;1;0
DUMMY1_1005;1;7
DUMMY1_1006;1;0
DUMMY1_1007;1;0
DUMMY1_1008;1;1
DUMMY1_1009;1;3
DUMMY1_1010;1;8
DUMMY1_1011;1;7
DUMMY1_1012;1;10
DUMMY1_1013;1;0
DUMMY1_1014;1;0
DUMMY1_1015;1;0
DUMMY1_1016;1;3
DUMMY1_1017;1;9
DUMMY1_1018;1;8
DUMMY1_1019;1;8
DUMMY1_1020;1;0
DUMMY1_1021;1;7
DUMMY1_1022;1;0
DUMMY1_1023;1;6
DUMMY1_1024;1;0
DUMMY1_1025;1;3
DUMMY1_1026;1;10
DUMMY1_1027;1;0
DUMMY1_1028;1;2
DUMMY1_1029;1;0
DUMMY1_1030;1;3
DUMMY1_1031;1;2
DUMMY1_1032;1;0
DUMMY1_1033;1;2
DUMMY1_1034;2;5
DUMMY1_1035;1;3
DUMMY1_1036;1;0
DUMMY1_1037;1;7
DUMMY1_1038;1;0
DUMMY1_1039;1;0
DUMMY1_1040;1;3
DUMMY1_1041;1;2
DUMMY1_1042;1;10
DUMMY1_1043;1;6
DUMMY1_1044;1;0
DUMMY1_1045;1;3
DUMMY1_1046;1;10
DUMMY1_1047;1;10
DUMMY1_1048;1;0
DUMMY1_1049;1;0
DUMMY1_1050;1;10
DUMMY1_1051;1;0
DUMMY1_1052;1;9
DUMMY1_1053;1;0
DUMMY1_1054;1;7
DUMMY1_1055;1;10
DUMMY1_1056;1;2
DUMMY1_1057;1;4
DUMMY1_1058;1;0
DUMMY1_1059;1;4
DUMMY1_1060;1;3
DUMMY1_1061;1;3
DUMMY1_1062;1;4
DUMMY1_1063;1;0
DUMMY1_1064;1;3
DUMMY1_1065;1;3
DUMMY1_1066;1;0
DUMMY1_1067;1;0
DUMMY1_1068;1;8
DUMMY1_1069;1;2
